"schoolid" "sex" "pped" "rgi"
"1069" 30521 1 1 0
"1070" 30521 1 1 0
"1071" 30521 1 1 0
"1072" 30521 1 1 1
"1073" 30522 0 0 0
"1074" 30522 0 1 0
"1075" 30522 0 1 0
"1076" 30522 0 1 0
"1077" 30522 0 1 0
"1078" 30522 0 1 0
"1079" 30522 0 1 0
"1080" 30522 0 1 0
"1081" 30522 0 1 0
"1082" 30522 0 1 0
"1083" 30522 0 1 0
"1084" 30522 0 1 0
"1085" 30522 0 1 0
"1086" 30522 0 1 0
"1087" 30522 1 0 0
"1088" 30522 1 1 0
"1089" 30522 1 1 0
"1090" 30522 1 1 0
"1091" 30522 1 1 0
"1092" 30522 1 1 0
"1093" 30522 1 1 0
"1094" 30522 1 1 0
"1095" 30522 1 1 0
"1096" 30522 1 1 0
"1097" 30522 1 1 0
"1098" 30522 1 1 1
"1099" 30523 0 1 0
"1100" 30523 0 1 0
"1101" 30523 0 1 0
"1102" 30523 0 1 0
"1103" 30523 0 1 0
"1104" 30523 0 1 0
"1105" 30523 0 1 0
"1106" 30523 0 1 0
"1107" 30523 1 0 0
"1108" 30523 1 0 0
"1109" 30523 1 0 0
"1110" 30523 1 1 0
"1111" 30523 1 1 0
"1112" 30523 1 1 0
"1113" 30523 1 1 0
"1114" 30523 1 1 0
"1115" 30523 1 1 0
"1116" 30523 1 1 0
"1117" 30524 0 0 0
"1118" 30524 0 1 0
"1119" 30524 0 1 0
"1120" 30524 0 1 0
"1121" 30524 0 1 0
"1122" 30524 0 1 0
"1123" 30524 0 1 0
"1124" 30524 0 1 0
"1125" 30524 0 1 0
"1126" 30524 0 1 0
"1127" 30524 0 1 0
"1128" 30524 0 1 0
"1129" 30524 0 1 0
"1130" 30524 0 1 0
"1131" 30524 0 1 0
"1132" 30524 0 1 0
"1133" 30524 0 1 0
"1134" 30524 0 1 0
"1135" 30524 0 1 0
"1136" 30524 0 1 0
"1137" 30524 0 1 0
"1138" 30524 0 1 0
"1139" 30524 0 1 0
"1140" 30524 0 1 0
"1141" 30525 0 1 0
"1142" 30525 0 1 0
"1143" 30525 0 1 0
"1144" 30525 0 1 0
"1145" 30525 0 1 0
"1146" 30525 0 1 0
"1147" 30525 0 1 0
"1148" 30525 0 1 0
"1149" 30525 0 1 0
"1150" 30525 0 1 0
"1151" 30525 0 1 0
"1152" 30525 0 1 0
"1153" 30525 0 1 0
"1154" 30525 0 1 0
"1155" 30525 0 1 0
"1156" 30525 0 1 0
"1157" 30525 0 1 0
"1158" 30525 0 1 0
"1159" 30525 0 1 0
"1160" 30525 0 1 0
"1161" 30525 0 1 0
"1162" 30525 0 1 1
"1163" 30525 1 1 0
"1164" 30525 1 1 0
"1165" 30525 1 1 0
"1166" 30525 1 1 0
"1167" 30525 1 1 0
"1168" 30525 1 1 0
"1169" 30525 1 1 0
"1170" 30526 0 0 0
"1171" 30526 0 0 0
"1172" 30526 0 0 0
"1173" 30526 0 1 0
"1174" 30526 0 1 0
"1175" 30526 0 1 0
"1176" 30526 0 1 0
"1177" 30526 0 1 0
"1178" 30526 0 1 0
"1179" 30526 0 1 1
"1180" 30526 0 1 1
"1181" 30526 1 0 0
"1182" 30526 1 0 0
"1183" 30526 1 0 0
"1184" 30526 1 0 0
"1185" 30526 1 0 0
"1186" 30526 1 0 0
"1187" 30526 1 0 0
"1188" 30526 1 0 0
"1189" 30526 1 0 1
"1190" 30526 1 0 1
"1191" 30526 1 1 0
"1192" 30526 1 1 0
"1193" 30526 1 1 0
"1194" 30526 1 1 0
"1195" 30627 0 0 0
"1196" 30627 0 0 0
"1197" 30627 0 0 0
"1198" 30627 0 0 0
"1199" 30627 0 0 0
"1200" 30627 0 0 0
"1201" 30627 0 0 0
"1202" 30627 0 0 0
"1203" 30627 0 0 0
"1204" 30627 0 0 0
"1205" 30627 0 0 0
"1206" 30627 0 0 1
"1207" 30627 0 0 1
"1208" 30627 1 0 0
"1209" 30627 1 0 0
"1210" 30627 1 0 0
"1211" 30627 1 0 0
"1212" 30627 1 0 0
"1213" 30627 1 0 0
"1214" 30627 1 0 0
"1215" 30627 1 0 0
"1216" 30627 1 0 1
"1217" 30627 1 0 1
"1218" 30627 1 0 1
"1219" 30627 1 0 1
"1220" 30628 0 0 0
"1221" 30628 0 0 0
"1222" 30628 0 0 0
"1223" 30628 0 0 0
"1224" 30628 0 0 0
"1225" 30628 0 0 0
"1226" 30628 0 0 0
"1227" 30628 0 0 0
"1228" 30628 0 0 0
"1229" 30628 0 0 0
"1230" 30628 0 0 0
"1231" 30628 0 0 0
"1232" 30628 0 0 0
"1233" 30628 0 0 1
"1234" 30628 0 0 1
"1235" 30628 0 0 1
"1236" 30628 1 0 0
"1237" 30628 1 0 0
"1238" 30628 1 0 0
"1239" 30628 1 0 0
"1240" 30628 1 0 0
"1241" 30628 1 0 0
"1242" 30628 1 0 0
"1243" 30628 1 0 0
"1244" 30628 1 0 0
"1245" 30628 1 0 1
"1246" 30628 1 0 1
"1247" 30628 1 0 1
"1248" 30629 0 0 0
"1249" 30629 0 0 0
"1250" 30629 0 0 0
"1251" 30629 0 0 0
"1252" 30629 0 0 0
"1253" 30629 0 0 0
"1254" 30629 0 0 1
"1255" 30629 0 0 1
"1256" 30629 0 0 1
"1257" 30629 1 0 0
"1258" 30629 1 0 0
"1259" 30629 1 0 0
"1260" 30629 1 0 0
"1261" 30629 1 0 0
"1262" 30629 1 0 0
"1263" 30629 1 0 0
"1264" 30629 1 0 0
"1265" 30629 1 0 0
"1266" 30629 1 0 0
"1267" 30629 1 0 1
"1268" 30629 1 0 1
"1269" 30629 1 0 1
"1270" 30629 1 0 1
"1271" 30630 0 0 0
"1272" 30630 0 0 0
"1273" 30630 0 0 0
"1274" 30630 0 1 0
"1275" 30630 0 1 0
"1276" 30630 0 1 0
"1277" 30630 0 1 0
"1278" 30630 0 1 0
"1279" 30630 0 1 0
"1280" 30630 0 1 0
"1281" 30630 0 1 1
"1282" 30630 1 0 0
"1283" 30630 1 0 0
"1284" 30630 1 0 0
"1285" 30630 1 0 0
"1286" 30630 1 0 0
"1287" 30630 1 0 1
"1288" 30630 1 0 1
"1289" 30630 1 1 0
"1290" 30630 1 1 0
"1291" 30630 1 1 0
"1292" 30630 1 1 0
"1293" 30630 1 1 0
"1294" 30630 1 1 0
"1295" 30630 1 1 0
"1296" 30630 1 1 0
"1297" 40101 0 0 0
"1298" 40101 0 1 0
"1299" 40101 0 1 0
"1300" 40101 0 1 0
"1301" 40101 0 1 0
"1302" 40101 0 1 0
"1303" 40101 0 1 0
"1304" 40101 0 1 0
"1305" 40101 0 1 0
"1306" 40101 0 1 1
"1307" 40101 0 1 1
"1308" 40101 0 1 1
"1309" 40101 1 0 0
"1310" 40101 1 0 0
"1311" 40101 1 0 1
"1312" 40101 1 1 0
"1313" 40101 1 1 0
"1314" 40101 1 1 0
"1315" 40101 1 1 0
"1316" 40101 1 1 1
"1317" 40102 0 0 0
"1318" 40102 0 0 0
"1319" 40102 0 0 1
"1320" 40102 0 1 0
"1321" 40102 0 1 0
"1322" 40102 0 1 0
"1323" 40102 0 1 0
"1324" 40102 0 1 0
"1325" 40102 0 1 0
"1326" 40102 0 1 0
"1327" 40102 0 1 0
"1328" 40102 0 1 0
"1329" 40102 0 1 1
"1330" 40102 1 1 0
"1331" 40102 1 1 0
"1332" 40102 1 1 0
"1333" 40102 1 1 0
"1334" 40102 1 1 0
"1335" 40102 1 1 0
"1336" 40102 1 1 0
"1337" 40102 1 1 0
"1338" 40102 1 1 0
"1339" 40102 1 1 0
"1340" 40102 1 1 1
"1341" 40203 0 0 0
"1342" 40203 0 0 0
"1343" 40203 0 0 0
"1344" 40203 0 0 0
"1345" 40203 0 0 0
"1346" 40203 0 0 0
"1347" 40203 0 0 0
"1348" 40203 0 0 0
"1349" 40203 0 0 0
"1350" 40203 0 0 0
"1351" 40203 0 0 0
"1352" 40203 0 0 0
"1353" 40203 0 1 0
"1354" 40203 1 0 0
"1355" 40203 1 0 0
"1356" 40203 1 0 0
"1357" 40203 1 0 0
"1358" 40203 1 0 0
"1359" 40203 1 0 0
"1360" 40203 1 0 0
"1361" 40203 1 0 1
"1362" 40203 1 0 1
"1363" 40203 1 1 0
"1364" 40204 0 0 0
"1365" 40204 0 0 0
"1366" 40204 0 0 0
"1367" 40204 0 0 0
"1368" 40204 0 0 0
"1369" 40204 0 0 0
"1370" 40204 0 0 0
"1371" 40204 0 0 0
"1372" 40204 0 0 0
"1373" 40204 0 0 0
"1374" 40204 0 0 0
"1375" 40204 0 0 1
"1376" 40204 0 0 1
"1377" 40204 0 1 0
"1378" 40204 0 1 0
"1379" 40204 1 0 0
"1380" 40204 1 0 0
"1381" 40204 1 0 0
"1382" 40204 1 0 0
"1383" 40204 1 0 0
"1384" 40204 1 0 1
"1385" 40204 1 0 1
"1386" 40204 1 0 1
"1387" 40204 1 0 1
"1388" 40204 1 0 1
"1389" 40205 0 0 0
"1390" 40205 0 0 0
"1391" 40205 0 0 0
"1392" 40205 0 0 0
"1393" 40205 0 0 0
"1394" 40205 0 0 0
"1395" 40205 0 0 0
"1396" 40205 0 0 0
"1397" 40205 0 0 1
"1398" 40205 0 0 1
"1399" 40205 0 0 1
"1400" 40205 0 1 0
"1401" 40205 0 1 0
"1402" 40205 1 0 0
"1403" 40205 1 0 0
"1404" 40205 1 0 0
"1405" 40205 1 0 0
"1406" 40205 1 0 0
"1407" 40205 1 0 0
"1408" 40205 1 0 0
"1409" 40205 1 0 1
"1410" 40206 0 0 0
"1411" 40206 0 0 0
"1412" 40206 0 0 0
"1413" 40206 0 0 0
"1414" 40206 0 0 0
"1415" 40206 0 0 1
"1416" 40206 0 1 0
"1417" 40206 0 1 0
"1418" 40206 1 0 0
"1419" 40206 1 0 0
"1420" 40206 1 0 0
"1421" 40206 1 0 0
"1422" 40206 1 0 0
"1423" 40206 1 0 0
"1424" 40206 1 0 0
"1425" 40206 1 0 0
"1426" 40206 1 0 1
"1427" 40206 1 0 1
"1428" 40206 1 1 0
"1429" 50101 0 0 0
"1430" 50101 0 1 0
"1431" 50101 0 1 0
"1432" 50101 0 1 0
"1433" 50101 0 1 0
"1434" 50101 0 1 0
"1435" 50101 0 1 0
"1436" 50101 0 1 0
"1437" 50101 0 1 0
"1438" 50101 0 1 0
"1439" 50101 0 1 0
"1440" 50101 0 1 0
"1441" 50101 0 1 0
"1442" 50101 0 1 0
"1443" 50101 0 1 0
"1444" 50101 0 1 1
"1445" 50101 0 1 1
"1446" 50101 1 0 0
"1447" 50101 1 0 0
"1448" 50101 1 1 0
"1449" 50101 1 1 0
"1450" 50101 1 1 0
"1451" 50101 1 1 0
"1452" 50101 1 1 0
"1453" 50101 1 1 0
"1454" 50101 1 1 0
"1455" 50101 1 1 0
"1456" 50101 1 1 0
"1457" 50101 1 1 0
"1458" 50102 0 1 0
"1459" 50102 0 1 0
"1460" 50102 0 1 0
"1461" 50102 0 1 0
"1462" 50102 0 1 0
"1463" 50102 0 1 0
"1464" 50102 0 1 0
"1465" 50102 0 1 0
"1466" 50102 0 1 0
"1467" 50102 0 1 0
"1468" 50102 0 1 0
"1469" 50102 0 1 0
"1470" 50102 0 1 0
"1471" 50102 0 1 0
"1472" 50102 1 1 0
"1473" 50102 1 1 0
"1474" 50102 1 1 0
"1475" 50102 1 1 0
"1476" 50102 1 1 0
"1477" 50102 1 1 0
"1478" 50102 1 1 0
"1479" 50102 1 1 0
"1480" 50102 1 1 0
"1481" 50102 1 1 0
"1482" 50102 1 1 0
"1483" 50102 1 1 0
"1484" 50203 0 0 0
"1485" 50203 0 0 0
"1486" 50203 0 0 0
"1487" 50203 0 0 0
"1488" 50203 0 0 0
"1489" 50203 0 0 0
"1490" 50203 0 0 0
"1491" 50203 0 1 0
"1492" 50203 0 1 0
"1493" 50203 0 1 0
"1494" 50203 0 1 0
"1495" 50203 0 1 0
"1496" 50203 0 1 0
"1497" 50203 0 1 0
"1498" 50203 0 1 0
"1499" 50203 0 1 0
"1500" 50203 0 1 0
"1501" 50203 1 0 0
"1502" 50203 1 0 0
"1503" 50203 1 0 0
"1504" 50203 1 0 0
"1505" 50203 1 1 0
"1506" 50203 1 1 0
"1507" 50203 1 1 0
"1508" 50204 0 0 0
"1509" 50204 0 0 0
"1510" 50204 0 0 0
"1511" 50204 0 0 1
"1512" 50204 0 0 1
"1513" 50204 0 1 0
"1514" 50204 0 1 0
"1515" 50204 0 1 0
"1516" 50204 0 1 0
"1517" 50204 0 1 0
"1518" 50204 0 1 0
"1519" 50204 1 0 0
"1520" 50204 1 0 0
"1521" 50204 1 0 0
"1522" 50204 1 0 0
"1523" 50204 1 0 1
"1524" 50204 1 1 0
"1525" 50204 1 1 0
"1526" 50204 1 1 0
"1527" 50204 1 1 0
"1528" 50205 0 0 0
"1529" 50205 0 0 0
"1530" 50205 0 0 0
"1531" 50205 0 0 0
"1532" 50205 0 1 0
"1533" 50205 0 1 0
"1534" 50205 0 1 0
"1535" 50205 0 1 0
"1536" 50205 0 1 0
"1537" 50205 0 1 0
"1538" 50205 0 1 0
"1539" 50205 1 0 0
"1540" 50205 1 0 0
"1541" 50205 1 1 0
"1542" 50205 1 1 0
"1543" 50205 1 1 0
"1544" 50205 1 1 0
"1545" 50205 1 1 0
"1546" 50205 1 1 0
"1547" 50206 0 0 0
"1548" 50206 0 0 0
"1549" 50206 0 0 0
"1550" 50206 0 1 0
"1551" 50206 0 1 0
"1552" 50206 0 1 0
"1553" 50206 0 1 0
"1554" 50206 0 1 1
"1555" 50206 1 0 0
"1556" 50206 1 0 0
"1557" 50206 1 0 0
"1558" 50206 1 0 0
"1559" 50206 1 0 0
"1560" 50206 1 0 1
"1561" 50206 1 1 0
"1562" 50206 1 1 0
"1563" 50206 1 1 0
"1564" 50206 1 1 0
"1565" 50206 1 1 0
"1566" 50206 1 1 0
"1567" 50206 1 1 0
"1568" 50206 1 1 0
"1569" 50206 1 1 0
"1570" 50206 1 1 1
"1571" 50206 1 1 1
"1572" 50207 0 0 0
"1573" 50207 0 0 0
"1574" 50207 0 0 0
"1575" 50207 0 1 0
"1576" 50207 0 1 0
"1577" 50207 0 1 0
"1578" 50207 1 0 0
"1579" 50207 1 1 0
"1580" 50208 0 0 0
"1581" 50208 0 0 0
"1582" 50208 0 0 1
"1583" 50208 0 0 1
"1584" 50208 0 1 0
"1585" 50208 1 0 0
"1586" 50208 1 1 0
"1587" 50209 0 0 0
"1588" 50209 0 0 0
"1589" 50209 0 0 0
"1590" 50209 0 0 1
"1591" 50209 0 1 1
"1592" 50209 1 0 0
"1593" 50209 1 0 0
"1594" 50209 1 0 1
"1595" 50209 1 0 1
"1596" 50209 1 1 1
"1597" 50310 0 0 0
"1598" 50310 0 0 0
"1599" 50310 0 0 0
"1600" 50310 0 1 0
"1601" 50310 0 1 0
"1602" 50310 0 1 0
"1603" 50310 0 1 0
"1604" 50310 0 1 0
"1605" 50310 1 0 0
"1606" 50310 1 0 0
"1607" 50310 1 0 0
"1608" 50310 1 0 1
"1609" 50310 1 1 0
"1610" 50310 1 1 0
"1611" 50310 1 1 0
"1612" 50310 1 1 0
"1613" 50310 1 1 0
"1614" 50311 0 0 0
"1615" 50311 0 0 0
"1616" 50311 0 0 0
"1617" 50311 0 0 0
"1618" 50311 0 0 0
"1619" 50311 0 0 0
"1620" 50311 1 0 0
"1621" 50311 1 0 0
"1622" 50311 1 0 0
"1623" 50311 1 0 0
"1624" 50311 1 0 0
"1625" 50311 1 0 0
"1626" 50311 1 0 0
"1627" 50312 0 0 0
"1628" 50312 0 0 1
"1629" 50312 0 1 0
"1630" 50312 0 1 0
"1631" 50312 0 1 0
"1632" 50312 0 1 0
"1633" 50312 0 1 0
"1634" 50312 0 1 1
"1635" 50312 0 1 1
"1636" 50312 1 0 0
"1637" 50312 1 0 0
"1638" 50312 1 0 0
"1639" 50312 1 1 0
"1640" 50312 1 1 0
"1641" 50312 1 1 0
"1642" 50312 1 1 1
"1643" 50313 0 0 0
"1644" 50313 0 1 0
"1645" 50313 0 1 0
"1646" 50313 0 1 0
"1647" 50313 0 1 0
"1648" 50313 0 1 0
"1649" 50313 0 1 0
"1650" 50313 1 0 0
"1651" 50313 1 0 1
"1652" 50313 1 1 0
"1653" 50313 1 1 0
"1654" 50313 1 1 0
"1655" 50313 1 1 0
"1656" 50314 0 0 0
"1657" 50314 0 0 0
"1658" 50314 0 0 0
"1659" 50314 0 0 0
"1660" 50314 0 0 0
"1661" 50314 0 1 0
"1662" 50314 0 1 0
"1663" 50314 0 1 0
"1664" 50314 0 1 0
"1665" 50314 0 1 0
"1666" 50314 0 1 0
"1667" 50314 0 1 1
"1668" 50314 1 0 0
"1669" 50314 1 1 0
"1670" 50314 1 1 0
"1671" 50314 1 1 0
"1672" 50314 1 1 0
"1673" 50314 1 1 0
"1674" 50314 1 1 0
"1675" 50314 1 1 0
"1676" 50314 1 1 0
"1677" 50314 1 1 0
"1678" 50314 1 1 0
"1679" 50314 1 1 0
"1680" 50314 1 1 0
"1681" 50314 1 1 0
"1682" 50314 1 1 0
"1683" 50314 1 1 0
"1684" 60101 0 0 0
"1685" 60101 0 0 0
"1686" 60101 0 0 0
"1687" 60101 0 0 0
"1688" 60101 0 0 0
"1689" 60101 0 0 0
"1690" 60101 0 0 0
"1691" 60101 0 0 0
"1692" 60101 0 0 0
"1693" 60101 0 1 0
"1694" 60101 0 1 0
"1695" 60101 0 1 0
"1696" 60101 0 1 0
"1697" 60101 0 1 0
"1698" 60101 0 1 0
"1699" 60101 0 1 0
"1700" 60101 0 1 0
"1701" 60101 0 1 0
"1702" 60101 0 1 0
"1703" 60101 0 1 1
"1704" 60101 1 1 0
"1705" 60101 1 1 0
"1706" 60101 1 1 0
"1707" 60101 1 1 0
"1708" 60202 0 0 0
"1709" 60202 0 1 0
"1710" 60202 0 1 0
"1711" 60202 0 1 0
"1712" 60202 0 1 0
"1713" 60202 0 1 0
"1714" 60202 0 1 0
"1715" 60202 1 1 0
"1716" 60202 1 1 0
"1717" 60303 0 0 0
"1718" 60303 0 1 0
"1719" 60303 0 1 0
"1720" 60303 0 1 0
"1721" 60303 0 1 0
"1722" 60303 0 1 0
"1723" 60303 0 1 0
"1724" 60303 0 1 0
"1725" 60303 0 1 0
"1726" 60303 0 1 0
"1727" 60303 0 1 1
"1728" 60303 0 1 1
"1729" 60303 0 1 1
"1730" 60303 1 1 0
"1731" 60303 1 1 0
"1732" 60303 1 1 1
"1733" 60304 0 0 0
"1734" 60304 0 1 0
"1735" 60304 0 1 0
"1736" 60304 0 1 0
"1737" 60304 0 1 0
"1738" 60304 0 1 0
"1739" 60304 0 1 0
"1740" 60304 0 1 0
"1741" 60304 0 1 0
"1742" 60304 0 1 0
"1743" 60304 0 1 0
"1744" 60304 0 1 0
"1745" 60304 0 1 0
"1746" 60304 0 1 0
"1747" 60304 0 1 0
"1748" 60304 0 1 0
"1749" 60304 0 1 0
"1750" 60304 1 0 0
"1751" 60304 1 1 0
"1752" 60304 1 1 0
"1753" 60304 1 1 0
"1754" 60304 1 1 0
"1755" 60304 1 1 0
"1756" 60304 1 1 0
"1757" 60304 1 1 0
"1758" 60304 1 1 0
"1759" 60304 1 1 0
"1760" 60304 1 1 0
"1761" 60305 0 0 1
"1762" 60305 0 1 0
"1763" 60305 0 1 0
"1764" 60305 0 1 0
"1765" 60305 0 1 1
"1766" 60305 0 1 1
"1767" 60305 1 0 0
"1768" 60305 1 0 1
"1769" 60305 1 1 0
"1770" 60305 1 1 0
"1771" 60305 1 1 0
"1772" 60305 1 1 0
"1773" 60305 1 1 1
"1774" 60305 1 1 1
"1775" 60306 0 0 0
"1776" 60306 0 1 0
"1777" 60306 0 1 0
"1778" 60306 0 1 0
"1779" 60306 0 1 0
"1780" 60306 0 1 0
"1781" 60306 0 1 0
"1782" 60306 0 1 1
"1783" 60306 1 0 0
"1784" 60306 1 0 1
"1785" 60306 1 1 0
"1786" 60306 1 1 0
"1787" 60306 1 1 0
"1788" 60306 1 1 0
"1789" 60306 1 1 0
"1790" 60306 1 1 0
"1791" 60306 1 1 0
"1792" 60306 1 1 0
"1793" 60306 1 1 1
"1794" 60306 1 1 1
"1795" 60306 1 1 1
"1796" 60307 0 1 0
"1797" 60307 0 1 0
"1798" 60307 0 1 0
"1799" 60307 0 1 0
"1800" 60307 0 1 0
"1801" 60307 0 1 0
"1802" 60307 0 1 0
"1803" 60307 0 1 0
"1804" 60307 0 1 0
"1805" 60307 0 1 0
"1806" 60307 0 1 0
"1807" 60307 0 1 1
"1808" 60307 0 1 1
"1809" 60307 0 1 1
"1810" 60307 0 1 1
"1811" 60307 1 0 0
"1812" 60307 1 0 1
"1813" 60307 1 1 0
"1814" 60307 1 1 0
"1815" 60307 1 1 0
"1816" 60307 1 1 0
"1817" 60307 1 1 0
"1818" 60307 1 1 0
"1819" 60307 1 1 0
"1820" 60307 1 1 1
"1821" 60307 1 1 1
"1822" 60307 1 1 1
"1823" 60408 0 1 0
"1824" 60408 0 1 0
"1825" 60408 0 1 0
"1826" 60408 0 1 1
"1827" 60408 0 1 1
"1828" 60408 0 1 1
"1829" 60408 1 1 0
"1830" 60408 1 1 0
"1831" 60408 1 1 0
"1832" 60408 1 1 0
"1833" 60408 1 1 0
"1834" 60409 0 0 0
"1835" 60409 0 0 0
"1836" 60409 0 0 1
"1837" 60409 0 1 0
"1838" 60409 0 1 0
"1839" 60409 0 1 0
"1840" 60409 0 1 0
"1841" 60409 0 1 0
"1842" 60409 0 1 0
"1843" 60409 0 1 0
"1844" 60409 0 1 0
"1845" 60409 1 0 0
"1846" 60409 1 0 0
"1847" 60409 1 1 0
"1848" 60409 1 1 0
"1849" 60409 1 1 0
"1850" 60409 1 1 0
"1851" 60409 1 1 0
"1852" 60409 1 1 0
"1853" 60409 1 1 0
"1854" 60409 1 1 0
"1855" 60409 1 1 0
"1856" 60410 0 0 0
"1857" 60410 0 0 0
"1858" 60410 0 0 0
"1859" 60410 0 0 0
"1860" 60410 0 0 0
"1861" 60410 0 0 1
"1862" 60410 0 0 1
"1863" 60410 0 0 1
"1864" 60410 0 1 0
"1865" 60410 0 1 0
"1866" 60410 0 1 0
"1867" 60410 0 1 0
"1868" 60410 0 1 0
"1869" 60410 0 1 0
"1870" 60410 0 1 0
"1871" 60410 1 0 0
"1872" 60410 1 0 0
"1873" 60410 1 0 0
"1874" 60410 1 0 0
"1875" 60410 1 1 0
"1876" 60410 1 1 0
"1877" 60410 1 1 0
"1878" 60410 1 1 0
"1879" 60410 1 1 0
"1880" 60410 1 1 0
"1881" 60410 1 1 0
"1882" 60410 1 1 1
"1883" 60410 1 1 1
"1884" 60411 0 1 0
"1885" 60411 0 1 0
"1886" 60411 0 1 0
"1887" 60411 0 1 0
"1888" 60411 0 1 0
"1889" 60411 0 1 0
"1890" 60411 0 1 0
"1891" 60411 0 1 0
"1892" 60411 0 1 0
"1893" 60411 0 1 0
"1894" 60411 1 0 0
"1895" 60411 1 1 0
"1896" 60411 1 1 0
"1897" 60411 1 1 0
"1898" 60411 1 1 0
"1899" 60411 1 1 0
"1900" 60411 1 1 0
"1901" 60411 1 1 0
"1902" 60411 1 1 0
"1903" 60411 1 1 0
"1904" 60411 1 1 0
"1905" 60411 1 1 0
"1906" 60411 1 1 0
"1907" 60411 1 1 1
"1908" 60412 0 0 0
"1909" 60412 0 1 0
"1910" 60412 0 1 0
"1911" 60412 0 1 0
"1912" 60412 0 1 0
"1913" 60412 0 1 0
"1914" 60412 0 1 0
"1915" 60412 0 1 0
"1916" 60412 0 1 1
"1917" 60412 0 1 1
"1918" 60412 1 0 0
"1919" 60412 1 0 0
"1920" 60412 1 1 0
"1921" 60412 1 1 0
"1922" 60412 1 1 0
"1923" 60412 1 1 0
"1924" 60412 1 1 0
"1925" 70101 0 0 0
"1926" 70101 0 0 0
"1927" 70101 0 0 1
"1928" 70101 0 1 0
"1929" 70101 0 1 0
"1930" 70101 0 1 0
"1931" 70101 0 1 0
"1932" 70101 0 1 0
"1933" 70101 0 1 0
"1934" 70101 0 1 0
"1935" 70101 0 1 0
"1936" 70101 0 1 0
"1937" 70101 0 1 0
"1938" 70101 0 1 0
"1939" 70101 1 0 0
"1940" 70101 1 1 0
"1941" 70101 1 1 0
"1942" 70101 1 1 0
"1943" 70101 1 1 0
"1944" 70101 1 1 0
"1945" 70101 1 1 0
"1946" 70101 1 1 0
"1947" 70101 1 1 0
"1948" 70101 1 1 0
"1949" 70101 1 1 0
"1950" 70101 1 1 1
"1951" 70101 1 1 1
"1952" 70101 1 1 1
"1953" 70102 0 1 0
"1954" 70102 0 1 0
"1955" 70102 0 1 0
"1956" 70102 0 1 0
"1957" 70102 0 1 0
"1958" 70102 0 1 0
"1959" 70102 0 1 0
"1960" 70102 0 1 0
"1961" 70102 0 1 0
"1962" 70102 0 1 0
"1963" 70102 0 1 0
"1964" 70102 0 1 0
"1965" 70102 0 1 0
"1966" 70102 0 1 0
"1967" 70102 1 0 0
"1968" 70102 1 1 0
"1969" 70102 1 1 0
"1970" 70102 1 1 0
"1971" 70102 1 1 0
"1972" 70102 1 1 0
"1973" 70102 1 1 0
"1974" 70102 1 1 0
"1975" 70102 1 1 0
"1976" 70102 1 1 0
"1977" 70102 1 1 0
"1978" 70102 1 1 0
"1979" 70102 1 1 0
"1980" 70102 1 1 0
"1981" 70102 1 1 1
"1982" 70103 0 0 0
"1983" 70103 0 0 0
"1984" 70103 0 0 0
"1985" 70103 0 0 0
"1986" 70103 0 0 1
"1987" 70103 0 1 0
"1988" 70103 0 1 0
"1989" 70103 0 1 0
"1990" 70103 1 0 1
"1991" 70103 1 1 0
"1992" 70103 1 1 0
"1993" 70104 0 0 0
"1994" 70104 0 0 0
"1995" 70104 0 0 1
"1996" 70104 0 1 0
"1997" 70104 0 1 0
"1998" 70104 0 1 0
"1999" 70104 0 1 0
"2000" 70104 0 1 1
"2001" 70104 0 1 1
"2002" 70104 0 1 1
"2003" 70104 1 0 0
"2004" 70104 1 1 0
"2005" 70104 1 1 0
"2006" 70104 1 1 0
"2007" 70104 1 1 0
"2008" 70104 1 1 0
"2009" 70104 1 1 0
"2010" 70104 1 1 0
"2011" 70104 1 1 0
"2012" 70104 1 1 0
"2013" 70104 1 1 0
"2014" 70104 1 1 0
"2015" 70104 1 1 1
"2016" 70105 0 0 0
"2017" 70105 0 0 0
"2018" 70105 0 0 1
"2019" 70105 0 1 0
"2020" 70105 1 1 0
"2021" 70106 0 0 0
"2022" 70106 0 0 0
"2023" 70106 0 0 0
"2024" 70106 0 0 0
"2025" 70106 0 0 0
"2026" 70106 0 0 0
"2027" 70106 0 1 0
"2028" 70106 0 1 0
"2029" 70106 0 1 0
"2030" 70106 0 1 0
"2031" 70106 0 1 0
"2032" 70106 0 1 0
"2033" 70106 0 1 0
"2034" 70106 0 1 0
"2035" 70106 0 1 0
"2036" 70106 0 1 0
"2037" 70106 0 1 0
"2038" 70106 0 1 0
"2039" 70106 0 1 0
"2040" 70106 0 1 0
"2041" 70106 0 1 1
"2042" 70106 1 0 0
"2043" 70106 1 0 0
"2044" 70106 1 0 0
"2045" 70106 1 0 0
"2046" 70106 1 0 0
"2047" 70106 1 0 1
"2048" 70106 1 1 0
"2049" 70106 1 1 1
"2050" 70107 0 0 0
"2051" 70107 0 0 0
"2052" 70107 0 1 0
"2053" 70107 0 1 0
"2054" 70107 0 1 0
"2055" 70107 0 1 0
"2056" 70107 0 1 0
"2057" 70107 0 1 0
"2058" 70107 0 1 1
"2059" 70107 0 1 1
"2060" 70107 1 0 1
"2061" 70107 1 1 0
"2062" 70107 1 1 0
"2063" 70107 1 1 0
"2064" 70107 1 1 0
"2065" 70107 1 1 0
"2066" 70107 1 1 0
